id,dep_delayed_15min
0,0.023153435630369746
1,0.02574089263074088
2,0.03429473067831081
3,0.34625193757931266
4,0.3322604289288971
5,0.07065119849229694
6,0.08539400926283704
7,0.48132410466038905
8,0.2384278423259025
9,0.5863369224536965
10,0.3813390755720713
11,0.31184947155967785
12,0.14962863691850972
13,0.13625293847832293
14,0.10012256661290447
15,0.2571027814367789
16,0.11986642918697532
17,0.31609974970104127
18,0.5203319308675091
19,0.014011219189256768
20,0.19655078242963975
21,0.07021483346513327
22,0.5281517201612659
23,0.15595360798973767
24,0.5202481409482997
25,0.3146258254255676
26,0.028869685376380846
27,0.0376023593951792
28,0.46196900464802143
29,0.2887445863756311
30,0.20405727182109154
31,0.5554062256655662
32,0.04155765002195982
33,0.2376047382151714
34,0.5207099737882748
35,0.20677750310042853
36,0.24255141390297277
37,0.284266815132337
38,0.16604554106310815
39,0.35060892090799384
40,0.22959839583429845
41,0.09766845117271766
42,0.15184548437883666
43,0.3706184452093898
44,0.20749021540018933
45,0.43161113300550463
46,0.0037410431489046745
47,0.15984423924991817
48,0.6777970648193596
49,0.07948871248864929
50,0.7167045769136569
51,0.02933294268171564
52,0.20929460842881692
53,0.684826360929842
54,0.12627463743675219
55,0.05353469604049041
56,0.22983906149747105
57,0.3781464363900128
58,0.13780906587908248
59,0.2854233374265497
60,0.18315943307829377
61,0.22734750791823402
62,0.11001851250435549
63,0.18932635852403343
64,0.4416574169364157
65,0.13880875235757778
66,0.020013200060258706
67,0.09258280611563832
68,0.17425883323702263
69,0.30400123150015945
70,0.02447489411727448
71,0.22140623810989177
72,0.4704966009452
73,0.20657216733697678
74,0.7751303280067643
75,0.3087647997325224
76,0.1579053656962538
77,0.08190725528721816
78,0.15176165817920595
79,0.14534510285771182
80,0.14914090149478698
81,0.28245653590504133
82,0.08889729606393268
83,0.1386062582163467
84,0.1254349239161644
85,0.04547126096744886
86,0.2145494187410228
87,0.2391972745667828
88,0.3797900977162371
89,0.27418596909202325
90,0.126751649722012
91,0.16656528790307576
92,0.204694656043511
93,0.3041046165523896
94,0.27985335191826044
95,0.06863870107100432
96,0.5866941868555645
97,0.10777134201002428
98,0.24001517563411426
99,0.42151470498172
100,0.2245865739151295
101,0.24640624306422224
102,0.09320348470340632
103,0.28452977317735506
104,0.003890465869158397
105,0.22694066543465177
106,0.3178828820948566
107,0.034103703159568094
108,0.17652508593808708
109,0.21907669610709213
110,0.15019987746735
111,0.13576326994447613
112,0.8995154899336235
113,0.06501221493423782
114,0.020596096188859155
115,0.15965389022989204
116,0.1580090396036751
117,0.634312273623227
118,0.09657900460650226
119,0.4791462236009517
120,0.36839408665852846
121,0.2795750128851307
122,0.10436314945712508
123,0.0967064660381998
124,0.1665764546041916
125,0.027674559067622846
126,0.05938615595011654
127,0.07678122980569431
128,0.08753951374879168
129,0.7550205386057973
130,0.2501910062244629
131,0.17176688508508312
132,0.0734849556232101
133,0.2630213647613205
134,0.09114921275222587
135,0.0736181252150037
136,0.5870902660020366
137,0.19670890789494277
138,0.023528067918019088
139,0.10233965335462877
140,0.45097622436806856
141,0.35920796990026266
142,0.450422134282995
143,0.15381134624002224
144,0.10952809286142114
145,0.07207516176875106
146,0.2679484097632799
147,0.17710593302717148
148,0.0448120627189192
149,0.5495651434559886
150,0.6136908461176839
151,0.1732372421625015
152,0.13723207434738813
153,0.06729397192676691
154,0.2834586777070463
155,0.09995305326220655
156,0.211548097973411
157,0.11293575254181072
158,0.46488661309128904
159,0.024626811115663935
160,0.1229504806438129
161,0.6519054721674208
162,0.8160604684670125
163,0.10334454760963098
164,0.36932716865867227
165,0.17620375695839866
166,0.16429098263614333
167,0.019539723687349454
168,0.09972039980242739
169,0.21273856551981926
170,0.2469336337636944
171,0.11866746099862208
172,0.07084275916997841
173,0.3142157320733108
174,0.5665006480202036
175,0.4824338459955839
176,0.25846254179149897
177,0.02597377996304488
178,0.26014712760148223
179,0.21202421422726464
180,0.027830833195738043
181,0.08062708002070522
182,0.323718544081582
183,0.8476437801517248
184,0.20763831020703466
185,0.40539373892421754
186,0.08457933655898806
187,0.37827650140091384
188,0.3957965318627049
189,0.5027927044779372
190,0.300974575582215
191,0.38509054166456547
192,0.4016243880442405
193,0.28800421393329256
194,0.33369785217951914
195,0.14419700880282624
196,0.09258702563919266
197,0.09221125190175675
198,0.5187856558022932
199,0.3787663583581356
200,0.2611394006904116
201,0.22534072626781243
202,0.19054019219818844
203,0.012592076279465904
204,0.08672515187069979
205,0.2819189364199813
206,0.30692604072721746
207,0.01560689717283966
208,0.1504476688054934
209,0.20535457201638818
210,0.047054431821826656
211,0.02761787846664705
212,0.32772761991377425
213,0.2834229048849502
214,0.15696934461754025
215,0.23457571438390631
216,0.03477504199875056
217,0.36253505346181103
218,0.08353570254636816
219,0.21155334355985214
220,0.22980699695197232
221,0.37872461013632963
222,0.3871570394241591
223,0.15943043720381098
224,0.6295839826741286
225,0.13785808869531582
226,0.2680179772871739
227,0.5765062483634953
228,0.33523757237886503
229,0.5223342903834901
230,0.025260501244490318
231,0.21602114650059315
232,0.07736646658460099
233,0.28445023290253235
234,0.20985999818099565
235,0.19016360799918622
236,0.010402377556983505
237,0.13240757467936204
238,0.21484792136923844
239,0.1502378918580485
240,0.17684106246557213
241,0.5220488435615921
242,0.14311825290025212
243,0.08505506702670636
244,0.2553397524788864
245,0.16502321271109752
246,0.38194199206557905
247,0.32285600677537457
248,0.7128684224854321
249,0.23146042486129909
250,0.17857486402514539
251,0.036689205143052156
252,0.1458694795624524
253,0.1932580436896576
254,0.4660727916527008
255,0.15383793066193993
256,0.1930834913898918
257,0.05451793676529956
258,0.1913524778914468
259,0.006122482953551029
260,0.3644394665445709
261,0.06411967779541643
262,0.38463569322338564
263,0.2649479757731686
264,0.15861981703608655
265,0.19142553030960813
266,0.3222014080483834
267,0.17759534389404433
268,0.10944769427025527
269,0.3420013855698615
270,0.055417451402543706
271,0.10318687355854361
272,0.2758319890578925
273,0.02514020190527488
274,0.257178850232911
275,0.09478067745539479
276,0.026035337505494402
277,0.23107084770657313
278,0.17816172249365567
279,0.21312534872074046
280,0.24065766033831013
281,0.5923598034875411
282,0.2504979775299721
283,0.09843767625762759
284,0.2130087601973167
285,0.43699485215327294
286,0.11369473213060274
287,0.15089403358321485
288,0.12552253533897548
289,0.03970583315663582
290,0.19313519967110565
291,0.1038656638654085
292,0.6661915960297085
293,0.24566652300153718
294,0.36331924508183877
295,0.08993751305683936
296,0.09141725159218066
297,0.2116689670437414
298,0.18147182245399204
299,0.143462941087431
300,0.31703538343140336
301,0.22080629659849677
302,0.10270927886163697
303,0.2992329802096389
304,0.28361092815213257
305,0.41085529110634383
306,0.24021631192186685
307,0.04658639128753121
308,0.3502032974404685
309,0.15382458308695823
310,0.5456857656735195
311,0.3442563775135413
312,0.048063433304501586
313,0.23423643256805085
314,0.3838862066808238
315,0.21709154536015465
316,0.10290541019045485
317,0.10254041725062427
318,0.2577675567074666
319,0.25599891811145903
320,0.23054986631235833
321,0.03651926610909253
322,0.2141759026190493
323,0.19370574428300974
324,0.13185723608135924
325,0.36362369116557774
326,0.040698143461441204
327,0.2597670768353452
328,0.026009051014067048
329,0.3413513279772799
330,0.22424143069158747
331,0.5374379356006824
332,0.21280384477131015
333,0.22590036953625683
334,0.2884946840664395
335,0.3181931796369422
336,0.18550533006519715
337,0.12647447958482663
338,0.45158127482461696
339,0.05719034423590281
340,0.08174747241997245
341,0.25369329448751954
342,0.18405107402336138
343,0.3047178501636488
344,0.48039998379758453
345,0.845698638863259
346,0.2175549220687956
347,0.20588114012418904
348,0.19015733741362442
349,0.2570734516962377
350,0.21355440112548846
351,0.12169932935561827
352,0.21624675586432793
353,0.468275245573769
354,0.27679299519725453
355,0.22444692763456797
356,0.05204499880490799
357,0.3185483403597216
358,0.30133857520421314
359,0.3193396878582228
360,0.1074851923222499
361,0.02140045276041295
362,0.08232456920386062
363,0.1586710079140353
364,0.036630319056312206
365,0.33327183143789607
366,0.6774901264938473
367,0.22088173292558178
368,0.3803060269068713
369,0.13675694421877152
370,0.12272741364052239
371,0.07236566745618225
372,0.3294910785070155
373,0.36338479945851204
374,0.24709478946494895
375,0.06893743660330108
376,0.4571597618405896
377,0.7066385018103533
378,0.26082442374752096
379,0.2047549194260906
380,0.9203422295056386
381,0.475709988776043
382,0.06488002578038457
383,0.2930935060377962
384,0.1675613957822726
385,0.19100701472788906
386,0.17977314024745875
387,0.07304743569975551
388,0.10136447693837758
389,0.032755775517125656
390,0.17343953880878515
391,0.12606073753447936
392,0.2665072094916923
393,0.01771878421542164
394,0.4437247094447489
395,0.27265454506098624
396,0.07530200761087215
397,0.010657533988419442
398,0.07929568670171898
399,0.0851552589503409
400,0.26841794122136764
401,0.024086776014367407
402,0.09814218736908831
403,0.005170503671597841
404,0.05426746393533022
405,0.09272435691511773
406,0.3786554312853276
407,0.12345775702568063
408,0.3216716840328832
409,0.12997155213765602
410,0.41800597163123404
411,0.003711081281127416
412,0.3239763562327482
413,0.16060290199280164
414,0.40809693471762953
415,0.10857840395773681
416,0.3755368161060347
417,0.26012469280049844
418,0.1617834556927642
419,0.5500424331974686
420,0.38822276920232035
421,0.03577560342786656
422,0.07544667336601067
423,0.05693070097037414
424,0.27762316300220996
425,0.35182797600716215
426,0.14880771096836223
427,0.1832023422704457
428,0.24603218398903506
429,0.43654918849935725
430,0.3142336930628914
431,0.10807535364920982
432,0.030770179598567968
433,0.23273200280833098
434,0.12106943379395856
435,0.12827232402577618
436,0.3869384351716722
437,0.6359871682096933
438,0.37094321895246607
439,0.2568782875621876
440,0.19519181238950967
441,0.09058318379314165
442,0.13331088952536835
443,0.42194383578846395
444,0.521111905811193
445,0.10506085668435258
446,0.49482553612537244
447,0.07327706542683536
448,0.07527695327304679
449,0.17842048178208755
450,0.5040958186958834
451,0.34807320703163264
452,0.30095450503352794
453,0.07043147891691975
454,0.040436642913559785
455,0.05157885269990683
456,0.865688519155098
457,0.14644965920865677
458,0.3590732088955551
459,0.24084149586482917
460,0.05212963328992077
461,0.03322560309118366
462,0.06340683094479496
463,0.22684068624571094
464,0.33778820122780845
465,0.12218580110722094
466,0.15758605576287943
467,0.17166194326864978
468,0.07027288539232573
469,0.09110795239910223
470,0.020483283699587844
471,0.2803380850070841
472,0.1809229587474557
473,0.4038391004865928
474,0.2518600696129301
475,0.2646489327689979
476,0.025991854145944633
477,0.1539782700673306
478,0.1338188639191798
479,0.41467684551149325
480,0.07732125619788588
481,0.3452846099628288
482,0.21209569682020238
483,0.11724340847165372
484,0.38979378096132905
485,0.2391228868379803
486,0.2906416417947594
487,0.35670522377197716
488,0.08517274062780164
489,0.24819238475311603
490,0.2504433802239342
491,0.6975698619669798
492,0.37270714379095937
493,0.16872916540475943
494,0.3904603203648135
495,0.3702065437804922
496,0.186919629978195
497,0.017314711356897772
498,0.03359198800462156
499,0.11988418169644871
500,0.652045379167847
501,0.15347948668399852
502,0.26137423607626076
503,0.3468365155362452
504,0.2453143900249541
505,0.2653085360358723
506,0.4885273431649487
507,0.06592895607397636
508,0.11302421151812138
509,0.3568980011647184
510,0.1131577865706213
511,0.4865695317585645
512,0.8082620650148808
513,0.06941371964001355
514,0.1951065399267503
515,0.3431623321401104
516,0.28116388246942253
517,0.4270694755659125
518,0.27155859075361605
519,0.07114709959393957
520,0.07331999964216533
521,0.4392333085180271
522,0.1833777241554578
523,0.2156153502886826
524,0.15043257621287445
525,0.12163352160077115
526,0.08079309083514724
527,0.046251578853501805
528,0.40165774240450086
529,0.036663101392081926
530,0.10666628001048056
531,0.11230721486797152
532,0.2913652125759132
533,0.36654648233364023
534,0.3016338187198248
535,0.36890986170877615
536,0.24982425515467305
537,0.14770284668922828
538,0.21333356388212316
539,0.27907990169664765
540,0.341667749077916
541,0.2142347820233094
542,0.3028005082581822
543,0.9529072104982861
544,0.1661224027418168
545,0.7055821060930555
546,0.04543035956161367
547,0.2313673058194801
548,0.1376832875550332
549,0.45370364573310606
550,0.42826289807313006
551,0.14410469415780233
552,0.10062770750664156
553,0.4371149915449343
554,0.18911896250884797
555,0.38691215531358075
556,0.04935780935593273
557,0.04653909575942235
558,0.29421838220066826
559,0.026495559707586956
560,0.18097015375013903
561,0.1381604850626078
562,0.292057821936971
563,0.23119985273732038
564,0.06236037912143887
565,0.5145271022256114
566,0.13509517046898978
567,0.3013662428618691
568,0.41197155906137045
569,0.03135713858603463
570,0.5105062882376921
571,0.029776138408727598
572,0.3196271420024503
573,0.4560536010937375
574,0.16131607676360563
575,0.04768147430849217
576,0.018046379841242813
577,0.08507707732294711
578,0.2006324832342004
579,0.48341002893686025
580,0.0669787681601453
581,0.5167814576469999
582,0.18747814174974742
583,0.3116446253830872
584,0.5404594334621929
585,0.34305156977058887
586,0.19638907418999638
587,0.1310889030980533
588,0.2373468181789641
589,0.31743282163261793
590,0.26591354982820303
591,0.08408203310893739
592,0.2425281572335684
593,0.08357460381714522
594,0.11341091348441569
595,0.32956579922577417
596,0.06353976980730378
597,0.45756559269419905
598,0.17429226001866732
599,0.3275673395628797
600,0.08555623060107492
601,0.15919765970244765
602,0.8109782946438827
603,0.11657438380101333
604,0.014134708568017882
605,0.22821948635255437
606,0.03592213467170974
607,0.12836765807918044
608,0.5067786284183161
609,0.6177557856446517
610,0.3078126913321568
611,0.03299016841554241
612,0.10565659222463242
613,0.13265998772877372
614,0.09406044796941643
615,0.2348964295970361
616,0.14071178106173324
617,0.05804146003927839
618,0.4983797310584665
619,0.21860717257182627
620,0.5074321467446715
621,0.41050536677887334
622,0.09032697690234982
623,0.028990384440091187
624,0.00660380892518185
625,0.3518777706874625
626,0.3101236375831578
627,0.4813949307498305
628,0.49792445346698394
629,0.17686982282351693
630,0.17992722144607512
631,0.1909136177858734
632,0.23415094849025492
633,0.07795086673039735
634,0.23683058504473362
635,0.19909317007690097
636,0.36417048358860993
637,0.03254915066448692
638,0.5631198660641052
639,0.08445045619928433
640,0.09770166634391232
641,0.34658520112331725
642,0.2239650536713373
643,0.2467959503622624
644,0.29227113657044157
645,0.5618850704514232
646,0.5685805801108991
647,0.22124328780286245
648,0.026270963939431312
649,0.013304944592819305
650,0.08766030046244562
651,0.15980311137263742
652,0.21188220052378118
653,0.13981532045410577
654,0.25053147584803726
655,0.2741700358769414
656,0.17923460080672385
657,0.06335643338621519
658,0.26439869714348907
659,0.1881659925076343
660,0.04598933736136436
661,0.3790189712592183
662,0.33701393626584
663,0.233073584276383
664,0.8705835059259599
665,0.08467989526931535
666,0.2945107495788678
667,0.02679184741938973
668,0.28716376781402975
669,0.41547778358154575
670,0.07712180932438874
671,0.42438826054398376
672,0.35659865168336036
673,0.8726307056914945
674,0.1293336664387518
675,0.5384475072164392
676,0.2418290594154183
677,0.5557269944320244
678,0.3751985093301966
679,0.11069812420970118
680,0.08882260366287877
681,0.1996016852160302
682,0.5708661716752916
683,0.030871493342978992
684,0.05994880703296618
685,0.20489796944444152
686,0.31191927614327764
687,0.03730728181854334
688,0.6070990834261933
689,0.23723969527735303
690,0.4424659462594234
691,0.14191277353587584
692,0.22130368622964625
693,0.21054298699868415
694,0.1957523128088007
695,0.3643856565724575
696,0.45036414468117225
697,0.5842450503655029
698,0.27296824495257743
699,0.20560535647892667
700,0.24959637315372038
701,0.15016842747986955
702,0.04736637456542514
703,0.2849480026405143
704,0.5544941401920803
705,0.2544160194595377
706,0.1451038383677424
707,0.2842681670320789
708,0.14751288699373385
709,0.33863954263554996
710,0.21776157516482667
711,0.11758479255419932
712,0.08514427180472406
713,0.45085745433626745
714,0.30962842988757705
715,0.23827661374527215
716,0.43129634595997257
717,0.27933226886366963
718,0.45276459051932844
719,0.07149275544691647
720,0.4206553605634095
721,0.36171415771835125
722,0.2311759154794538
723,0.02249854603260796
724,0.5087487025780183
725,0.3316119790266207
726,0.4592070722413318
727,0.4831531002967931
728,0.1609565083408319
729,0.0668355026330263
730,0.38932374558022254
731,0.17501836140287708
732,0.22644440077047906
733,0.4977877145972402
734,0.02429261462812538
735,0.2975858864516498
736,0.010657533988419442
737,0.13215650312823982
738,0.22572860716003862
739,0.09272884989634231
740,0.6522383409099332
741,0.27884317812421705
742,0.12987092137547032
743,0.02633181757798873
744,0.14449662998020868
745,0.046691221389548634
746,0.24998848428748363
747,0.4265488031899407
748,0.2602826854058141
749,0.07208628908769191
750,0.5625993929519142
751,0.22451532092965887
752,0.12615708938923736
753,0.1685226533192851
754,0.13863985902350717
755,0.06972249746003815
756,0.19785906716335686
757,0.05252894850794403
758,0.626596587872138
759,0.25935173672005724
760,0.09221587908949275
761,0.2911158251404111
762,0.06910209055273751
763,0.08840815108217376
764,0.42122418829421415
765,0.7778762865466204
766,0.05794083794259331
767,0.33548159062142413
768,0.9205925470887739
769,0.2160774363166216
770,0.1429831137602136
771,0.29115138909881433
772,0.20759198826166267
773,0.2325362700392061
774,0.5585844229988128
775,0.17764857604881623
776,0.1626045308363265
777,0.3617404612368269
778,0.33860249982142765
779,0.35236444730507643
780,0.046853903971873376
781,0.2672934602728084
782,0.40862527776642493
783,0.21578034387789735
784,0.30385778214681236
785,0.15203858350330493
786,0.2197238942565577
787,0.11591707365237405
788,0.2360989243873111
789,0.03958462248411154
790,0.4050980615507097
791,0.2177587714867921
792,0.15208088681555929
793,0.09123735261420714
794,0.17396112521612403
795,0.747427511450602
796,0.033269950982633814
797,0.11476770757980106
798,0.042746679185467866
799,0.007664254476655795
800,0.1095869896075584
801,0.03829595518159135
802,0.15998164389156122
803,0.04272777373317533
804,0.21723565282045942
805,0.2555599308640462
806,0.35554388999812003
807,0.005817627348921535
808,0.20853379684463497
809,0.15276983293064925
810,0.05818548899677498
811,0.29157369382204684
